"run_id","scheduled_order","arm","status","parser_correct","adjudicated_correct","parser_status","reasoning_output_tokens","reasoning_tokens_is_516","input_tokens","cached_input_tokens","output_tokens","wall_ms","ttft_ms","tokens_per_second","final_text_sha256"
"run-0056-treatment",56,"treatment","completed",true,true,"resolved",6732,false,11346,9088,6884,133687,133387,51.49341372010741,"4d1ced9b581efb0d24e634b1d5eae866ac0903f3aa6c1c71986b84ee7e8edc2a"
"run-0065-treatment",65,"treatment","completed",true,true,"resolved",2588,false,11346,11136,2788,55686,54243,50.06644398951263,"d55820d948ee3af61bce41448a3bebaecee24820b5b4b67f10a86587f9d72d42"
"run-0073-treatment",73,"treatment","completed",false,false,"resolved",516,true,11346,9088,635,16300,14868,38.95705521472392,"1c9aa30a55058066740ee0da3e5d5a0acfb14b348b7a1def2e402e51d5c1daad"
"run-0058-control",58,"control","completed",true,true,"resolved",7250,false,11331,9088,7480,155039,15637,48.24592521881591,"7ee6a5c46a089050fad8d157275b93892e2b2c2037386ef147603e8f3ff28fa2"
"run-0075-control",75,"control","completed",false,false,"resolved",516,true,11331,9088,748,30309,28849,24.679138209772674,"a717d1b69286951f58670d6fc013e11aa830d970dc35ce715fd1d5daafb87619"
"run-0078-control",78,"control","completed",false,false,"resolved",516,true,11331,9088,832,20139,18662,41.31287551516957,"6d94e1daf5284af43dfbc4bcb74e6acfe7864ac98b20ddf12f54e18216874416"
"run-0074-control",74,"control","completed",true,true,"resolved",3624,false,11331,9088,3885,73726,73380,52.695114342294445,"ff1c6660efcd4853e30cf817da96da57ce73abed6d8144b2e0511139d9c55f76"
"run-0068-control",68,"control","completed",true,true,"resolved",6214,false,11331,11136,6477,120789,120050,53.62243250627127,"3e868db52a0e88121efc998e4ae5276ef474694742f3769464b246d277b913b8"
"run-0072-control",72,"control","completed",true,true,"resolved",4660,false,11331,9088,4998,95806,15321,52.1679226770766,"566399ff672606cd84856182b9689c292dd71279b56ac48ce4641bfa18fb27b1"
"run-0077-treatment",77,"treatment","completed",true,true,"resolved",3106,false,11346,11136,3287,62909,62587,52.25007550588946,"5c100ee04b7c6721022a6e9e2ace59d638018d93085fc1cb160eeaf906274009"
"run-0082-treatment",82,"treatment","completed",false,false,"resolved",516,true,11346,9088,693,18095,16554,38.297872340425535,"a08881150fc2f01eb903a392c0a77ca1a5ece06cb9e8bc774fcef8fb533c3e93"
"run-0083-treatment",83,"treatment","completed",false,false,"resolved",516,true,11346,11136,913,21533,20093,42.400037152277896,"cee8963e4e0f4d0e2a287c98c36eaeea72edb969a8f803ef622ae3561167cfbd"
"run-0071-treatment",71,"treatment","completed",true,true,"resolved",6214,false,11346,11136,6440,124032,123712,51.922084623323016,"d9a27b4ae235a6c09b0283bdeca32298b26077d7006fe742ca120c1cc8529dfb"
"run-0080-treatment",80,"treatment","completed",true,true,"resolved",2588,false,11346,11136,2789,55542,54065,50.21425227755572,"9a1c1313ee3048e0c6b195cfb284d679b46b5ec2bbb5d3d60d7326e3e2314d71"
"run-0084-control",84,"control","completed",false,false,"resolved",516,true,11331,11136,1034,23721,22319,43.590067872349394,"98a46f5c37e9ddcc4130bf78d841285ec1e141d7aa425b0f02d55f22fee57216"
"run-0086-control",86,"control","completed",false,false,"resolved",516,true,11331,11136,771,18816,17419,40.975765306122454,"ebfd531c0a05321d6eff8119a05925fc2c3eb00c0aef7f5b3ec6a794c9115aef"
"run-0079-control",79,"control","completed",true,true,"resolved",4142,false,11331,11136,4370,83357,83033,52.425111268399775,"5c9b3370755511321f6474f1db2b821dd0d8e92fc905d60c41b9636add450aff"
"run-0087-control",87,"control","completed",false,false,"resolved",516,true,11331,9088,734,19667,18212,37.321401332180805,"a65b84a9745fee58b20411b8e1a95a921dddbbaa06afa6d826d32be6065e98e9"
"run-0076-treatment",76,"treatment","completed",true,true,"resolved",6732,false,11346,9088,6866,133881,133422,51.28434953428791,"3784cc2ac646ddf0cbdf3bd7731e9bd1aaed460fde5d4464471f29c43bbbe8c3"
"run-0088-treatment",88,"treatment","completed",false,false,"resolved",516,true,11346,9088,783,19535,18020,40.08190427437932,"cf30c0e587321733face193e9b3e1252ce39168944416e96fc1a5410ca98c8e3"
"run-0090-treatment",90,"treatment","completed",false,false,"resolved",516,true,11346,11136,742,18376,16988,40.37875489769264,"a160b899c06e159d967f3ad78f22f3ad7ec662b91d16c06eaf19a80a2687e44c"
"run-0067-treatment",67,"treatment","completed",true,true,"resolved",10876,false,11346,11136,11039,212279,211091,52.00231770453036,"a997ce3536e86ed55de4fc756c164b115b799bc26b11fd54cbaf36394fe831bd"
"run-0091-control",91,"control","completed",false,false,"resolved",516,true,11331,11136,731,22482,21022,32.51490080953652,"df07b5de01ca2a530dca7f455215b39b61c05892d452d2a75fe9607b9b23fda2"
"run-0094-treatment",94,"treatment","completed",false,false,"resolved",516,true,11346,11136,850,26260,24816,32.368621477532365,"322aff632414b2b375bb90934fee3ed10fe4eb4d1be7dcec76c1ae67b4fd75d2"
"run-0085-treatment",85,"treatment","completed",true,true,"resolved",3407,false,11346,11136,3663,70128,69794,52.23305954825462,"25bb25e4ae953f95faaae13f194c26b1e36bcd0c739e8df360cc2dfddd8dceff"
"run-0096-control",96,"control","completed",false,false,"resolved",516,true,11331,11136,742,19342,17582,38.36211353531176,"d9644055431e355116375ccdea28e4d43d583ab061149031f29e3ab80f9f46c8"
"run-0081-control",81,"control","completed",true,true,"resolved",5178,false,11331,11136,5385,109900,109526,48.999090081892625,"c7f42f519e583a9a045c48106ef219267bdcabdb9ad53153fbf1682fc30c8176"
"run-0098-treatment",98,"treatment","completed",false,false,"resolved",516,true,11346,9088,719,19912,18057,36.108879067898755,"2874a20e29aae4e003b9eefde472178642847e7c6c9745c926af8704e2be161a"
"run-0100-treatment",100,"treatment","completed",false,false,"resolved",516,true,11346,11136,692,18824,17321,36.76158096047598,"bb59008bd5efcb3fc4e80d4d72d562ee5e5031fdb09d339b465250ea182676ae"
"run-0089-control",89,"control","completed",true,true,"resolved",4142,false,11331,11136,4354,93260,91959,46.68668239330903,"66e5a9b8f3ca119e70f6d54214e5176e41c33ca489ecbda1c654b342ae63ff27"
"run-0092-treatment",92,"treatment","completed",true,true,"resolved",4142,false,11346,9088,4341,82919,82588,52.352295613791775,"4734f044770b8d858d3d128d3109b14408c04d7be2d8ca1ed685fe83034e7899"
"run-0102-treatment",102,"treatment","completed",false,false,"resolved",516,true,11346,11136,814,20267,18796,40.16381309517936,"32f5703eae0e8f4bd6032f344ee609c4996ac79537fcd39af7530bb3771774fb"
"run-0103-treatment",103,"treatment","completed",false,false,"resolved",516,true,11346,11136,716,19589,18066,36.5511256317321,"247758a4506ca7e24688aac7e7c3ec2723a9dee349e150c92725cbb2f514c888"
"run-0095-treatment",95,"treatment","completed",true,true,"resolved",4142,false,11346,11136,4323,81946,81630,52.754252800624805,"6b6536ad811c45a34e76735f5417e8186b9ba0bb40b44fd73511d9d975bcaaa9"
"run-0101-control",101,"control","completed",true,true,"resolved",2588,false,11331,11136,2805,56101,54709,49.99910875028966,"b87ee0b4196f523dbe444016a57a2764f8436273703942fe436b856f89125689"
"run-0107-treatment",107,"treatment","completed",false,false,"resolved",516,true,11346,11136,699,17923,16340,39.00016738269263,"7a602a1b650de7ddfd71f8bb4fedaecdfe148c91b8124fe5dff275832d7fbbe4"
"run-0106-control",106,"control","completed",false,false,"resolved",516,true,11331,9088,742,18651,17086,39.78338963058281,"ffa377094805e20fc9fb43b917d22323a60be45513dd040e041b8146eb95912d"
"run-0108-control",108,"control","completed",false,false,"resolved",516,true,11331,11136,750,21121,19638,35.50968230670897,"15e1bdda3d2e241f1da151e1a0e60c4b433aacadeaa2b7d75d6b3f3760fcea65"
"run-0111-control",111,"control","completed",false,false,"resolved",516,true,11331,9088,782,18768,17364,41.666666666666664,"f9bed0c33edd71069aa7dcab6116434f6e47595415e1a3f88ff76fad504cdbdc"
"run-0099-control",99,"control","completed",true,true,"resolved",5696,false,11331,9088,5913,110472,110160,53.52487508146861,"ca5199bfcb882174ef8951a9e11901ab1a0f322205189bb9e5735999844599f1"
"run-0097-control",97,"control","completed",true,true,"resolved",6214,false,11331,9088,6526,121443,13564,53.73714417463337,"9c8953f624c09d0f2396b060e53bbed1f6914a45b8203c5e86732060571f6876"
"run-0105-treatment",105,"treatment","completed",true,true,"resolved",3106,false,11346,9088,3314,64911,64577,51.05452080541048,"46414bba8b840fcb7965a7dff78cadb8b40acd3f18d92a8550a85c07942c2a56"
"run-0104-control",104,"control","completed",true,true,"resolved",4142,false,11331,11136,4409,83056,82736,53.08466576767482,"53c38780b91bf027e1bc128c962b5884f2fb567e920fd6dcb016553282dbd5bd"
"run-0113-treatment",113,"treatment","completed",false,false,"resolved",516,true,11346,9088,912,21203,19766,43.01278121020611,"a1be108993441c4be800494fe3657bff0aa123892fd0fa939de23c512aec483f"
"run-0110-treatment",110,"treatment","completed",true,true,"resolved",3106,false,11346,11136,3284,64342,64020,51.0397563022598,"613939be052bab648245dcb503469da7f51af61f2a7d7603383ff9decd99c2ff"
"run-0093-control",93,"control","completed",true,true,"ambiguous",9840,false,11331,9088,10088,186084,22889,54.21207626663227,"27da384cec46f6f0ff60a0e2e8590b9315b3bb52824952ea3a570026eb9077c9"
"run-0117-treatment",117,"treatment","completed",false,false,"resolved",516,true,11346,11136,1034,23347,21905,44.288345397695636,"20beaa08e21578eb76aef6e0d20b093df17c1a22ccffa882bb3e7e1c492f4f80"
"run-0109-control",109,"control","completed",true,true,"ambiguous",4660,false,11331,9088,4968,95414,25062,52.067830716666315,"b78081177d9265e407eada9b7711cbab0491a655b1de811f2a1e9ec309a64357"
"run-0120-treatment",120,"treatment","completed",false,false,"resolved",516,true,11346,11136,694,21224,19834,32.69883151149642,"f7414a011909375d3437fb5b9155323b20a0a720f6637f9628725919451b7b6a"
"run-0112-treatment",112,"treatment","completed",true,true,"resolved",4142,false,11346,11136,4329,82270,81960,52.619423848304365,"cd8ba5588ec35387a80cd43a39450a31d4b69cb892bcf9fbe4b173911b16082f"
"run-0114-control",114,"control","completed",true,true,"resolved",4142,false,11331,11136,4342,82066,81747,52.908634513684106,"e0ed74c8bf4417436d94df721c999393331f258d693ad4d6670eb74a324d5c72"
"run-0123-control",123,"control","completed",false,false,"resolved",516,true,11331,9088,710,17675,16256,40.169731258840166,"0403025404518125226814aea73f8bee2924cc3a58f92bbdace92e6b5935a333"
"run-0124-treatment",124,"treatment","completed",false,false,"resolved",516,true,11346,11136,683,18039,16529,37.86240922445811,"50cadf88c592cca968e098ff256f793cabc6452266352c5a56ff36d1272fd9a0"
"run-0118-control",118,"control","completed",true,true,"resolved",3624,false,11331,9088,3817,72431,72073,52.69843023015007,"ca541768aa1cbfa1cf0d68e59783eaf77383e07e065befda86c7496f72b94c78"
"run-0115-treatment",115,"treatment","completed",true,true,"resolved",5178,false,11346,9088,5378,101092,100729,53.19906619712737,"aeea599537949a60e595979db644db3c21321e213bf00f518a4d298a28eda5cd"
"run-0116-control",116,"control","completed",true,true,"resolved",4660,false,11331,9088,4873,91392,91097,53.31976540616247,"44e1817dbd46cfc979b4e1097cd2201925b29ec7b349155b4b683dba6fe5dd40"
"run-0125-control",125,"control","completed",false,false,"resolved",516,true,11331,9088,934,23634,22194,39.51933654903952,"0ac8d17d8c2ba9b994a1077d2dfcd66cc15456a554e2d4d6f3d60ced8c5cee91"
"run-0126-treatment",126,"treatment","completed",false,false,"resolved",516,true,11346,11136,867,20464,19072,42.36708365910868,"472a0f1e132ba26069b3d7c423a653d03fddfe010c6cde1666462ba924c0336a"
"run-0128-control",128,"control","completed",false,false,"resolved",516,true,11331,9088,888,21066,19574,42.15323269723726,"0527733429630a561459a40759b02d0a0225a6fdb000c1fad14990fa190a09f0"
"run-0121-treatment",121,"treatment","completed",true,true,"resolved",3106,false,11346,11136,3302,64228,63894,51.41059973843184,"ef0da5294c7718d2fb1d43fa2ad049c18fad97278c3c0a24ecfba0da9d63fcad"
"run-0131-treatment",131,"treatment","completed",false,false,"resolved",516,true,11346,9088,696,19195,17758,36.25944256316749,"e433c6555d5bc8ad830ebe6edce41b0cafdeca541bfd89765ad9d98071bc9111"
"run-0133-treatment",133,"treatment","completed",false,false,"resolved",516,true,11346,11136,708,18186,16778,38.931045859452325,"1d959bb37d9cc1deb503b2f26a412c734e56d5ca136882bb7d5487446a91a7f8"
"run-0135-control",135,"control","completed",false,false,"resolved",516,true,11331,11136,834,20858,19017,39.984658164732956,"ba72dda4f8aa26b48dc6dbc709e607be73f77b577135d46f341372977a4281b8"
"run-0134-control",134,"control","completed",false,false,"resolved",516,true,11331,9088,730,24664,17408,29.597794356146608,"963fe04f79041c25fe1b94bfacc2867bdb82e809c0fc3983338593bfec75bed9"
"run-0127-treatment",127,"treatment","completed",true,true,"resolved",3106,false,11346,9088,3347,64718,64274,51.71667851293303,"694047b9e3f2dc30ce35dbd8627aebe9299d8c05e9369406084b58caedb4671b"
"run-0122-control",122,"control","completed",true,true,"resolved",5552,false,11331,11136,5836,108561,108253,53.75779515664004,"17e5d8035cc4cc718bdc0d3168a6226e38ac888edd561b06af8827d101a076ed"
"run-0129-control",129,"control","completed",true,true,"resolved",3624,false,11331,11136,3895,74646,74290,52.179621145138384,"f27ca8ef98a3242a562e8f3eaa33ff3ca9be9c9cf003b34a8e1ffa5b2fc60974"
